"","Order","Family","Species","Occurrence","FishBase name","Name","Use","Use elsewhere","Country"
"100","Perciformes","Istiophoridae","Kajikia audax","native","Striped marlin","Beakie","commercial","commercial","Australia"
"1011","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Stripey","commercial","highly commercial","Australia"
"1021","Perciformes","Kyphosidae","Kyphosus vaigiensis","native","Brassy chub","Brassy drummer","minor commercial","commercial","Australia"
"103","Perciformes","Latidae","Lates calcarifer","native","Barramundi","Balga","commercial","highly commercial","Australia"
"104","Perciformes","Lethrinidae","Lethrinus laticaudis","native","Grass emperor","Grass emperor","commercial","commercial","Australia"
"105","Perciformes","Lethrinidae","Lethrinus lentjan","native","Pink ear emperor","Redspot emperor","minor commercial","highly commercial","Australia"
"106","Perciformes","Lethrinidae","Lethrinus miniatus","native","Trumpet emperor","Redthroat emperor","commercial","minor commercial","Australia"
"107","Perciformes","Lethrinidae","Lethrinus nebulosus","native","Spangled emperor","Spangled emperor","commercial","highly commercial","Australia"
"108","Perciformes","Lethrinidae","Lethrinus ornatus","native","Ornate emperor","Ornate emperor","minor commercial","minor commercial","Australia"
"109","Perciformes","Lethrinidae","Lethrinus semicinctus","native","Black blotch emperor","Blackblotch emperor","minor commercial","minor commercial","Australia"
"110","Perciformes","Lethrinidae","Lethrinus variegatus","native","Slender emperor","Variegated emperor","minor commercial","minor commercial","Australia"
"1111","Mugiliformes","Mugilidae","Liza vaigiensis","native","Squaretail mullet","Diamondscale mullet","minor commercial","commercial","Australia"
"1121","Perciformes","Lutjanidae","Lutjanus argentimaculatus","native","Mangrove red snapper","Mangrove jack","minor commercial","commercial","Australia"
"113","Perciformes","Lutjanidae","Lutjanus carponotatus","native","Spanish flag snapper","Stripey snapper","minor commercial","minor commercial","Australia"
"114","Perciformes","Lutjanidae","Lutjanus erythropterus","native","Crimson snapper","Crimson snapper","commercial","commercial","Australia"
"115","Perciformes","Lutjanidae","Lutjanus malabaricus","native","Malabar blood snapper","Saddletail snapper","commercial","highly commercial","Australia"
"116","Perciformes","Lutjanidae","Lutjanus russellii","native","Russell's snapper","Moses' snapper","minor commercial","commercial","Australia"
"117","Perciformes","Lutjanidae","Lutjanus sebae","native","Emperor red snapper","Red emperor","minor commercial","commercial","Australia"
"118","Perciformes","Percichthyidae","Maccullochella peelii","endemic","Murray cod","Murray cod","commercial","commercial","Australia"
"119","Perciformes","Percichthyidae","Macquaria ambigua","endemic","Golden perch","Golden perch","commercial","commercial","Australia"
"120","Perciformes","Percichthyidae","Macquaria australasica","endemic","Macquarie perch","Macquarie perch","commercial","commercial","Australia"
"1211","Gadiformes","Merlucciidae","Macruronus novaezelandiae","native","Blue grenadier","Blue grenadier","commercial","highly commercial","Australia"
"1221","Perciformes","Istiophoridae","Makaira mazara","native","Indo-Pacific blue marlin","Blue marlin","minor commercial","commercial","Australia"
"123","Mugiliformes","Mugilidae","Mugil cephalus","native","Flathead grey mullet","Sea mullet","commercial","highly commercial","Australia"
"124","Carcharhiniformes","Triakidae","Mustelus antarcticus","endemic","Gummy shark","Gummy shark","commercial","commercial","Australia"
"125","Tetraodontiformes","Monacanthidae","Nelusetta ayraud","native","Chinaman-leatherjacket","Chinaman","commercial","commercial","Australia"
"126","Perciformes","Cheilodactylidae","Nemadactylus douglasii","native","Porae","Grey morwong","minor commercial","minor commercial","Australia"
"127","Perciformes","Cheilodactylidae","Nemadactylus macropterus","native","Tarakihi","Jackass morwong","commercial","commercial","Australia"
"128","Clupeiformes","Clupeidae","Nematalosa erebi","native","Australian river gizzard shad","Bardijarr oobanyba","commercial","commercial","Australia"
"129","Clupeiformes","Clupeidae","Nematalosa vlaminghi","endemic","Western Australian gizzard shad","Perth herring","subsistence fisheries","subsistence fisheries","Australia"
"130","Perciformes","Nemipteridae","Nemipterus aurifilum","native","Yellow-lip threadfin bream","Yellowlip threadfin bream","minor commercial","minor commercial","Australia"
"1311","Perciformes","Nemipteridae","Nemipterus celebicus","native","Celebes threadfin bream","Celebes threadfin bream","commercial","minor commercial","Australia"
"1321","Perciformes","Nemipteridae","Nemipterus peronii","native","Notchedfin threadfin bream","Notched threadfin bream","commercial","commercial","Australia"
"133","Zeiformes","Oreosomatidae","Neocyttus rhomboidalis","native","Spiky oreo","Spikey oreodory","minor commercial","minor commercial","Australia"
"134","Rajiformes","Dasyatidae","Neotrygon kuhlii","native","Blue-spotted stingray","Bluespotted maskray","minor commercial","commercial","Australia"
"135","Salmoniformes","Salmonidae","Oncorhynchus mykiss","introduced","Rainbow trout","Rainbow trout","commercial","highly commercial","Australia"
"136","Perciformes","Labridae","Oxycheilinus digramma","native","Cheeklined wrasse","Violetline maori wrasse","minor commercial","minor commercial","Australia"
"137","Perciformes","Plesiopidae","Paraplesiops meleagris","endemic","Blue devil","Southern blue devil","commercial","commercial","Australia"
"138","Orectolobiformes","Parascylliidae","Parascyllium collare","endemic","Collared carpetshark","Collar carpetshark","subsistence fisheries","subsistence fisheries","Australia"
"139","Beloniformes","Exocoetidae","Parexocoetus mento","native","African sailfin flyingfish","African flyingfish","minor commercial","minor commercial","Australia"
"140","Scorpaeniformes","Platycephalidae","Platycephalus bassensis","endemic","Sand flathead","Southern sand flathead","commercial","commercial","Australia"
"1411","Scorpaeniformes","Platycephalidae","Platycephalus conatus","endemic","Deep-water flathead","Deepwater flathead","commercial","commercial","Australia"
"1421","Scorpaeniformes","Platycephalidae","Platycephalus fuscus","endemic","Dusky flathead","Dusky flathead","commercial","commercial","Australia"
"143","Scorpaeniformes","Platycephalidae","Platycephalus richardsoni","endemic","Tiger flathead","Tiger flathead","commercial","commercial","Australia"
"144","Scorpaeniformes","Platycephalidae","Platycephalus speculator","endemic","Yank flathead","Southern bluespotted flathead","commercial","of no interest","Australia"
"145","Perciformes","Haemulidae","Plectorhinchus flavomaculatus","native","Lemonfish","Goldspotted sweetlips","minor commercial","commercial","Australia"
"146","Perciformes","Serranidae","Plectropomus laevis","native","Blacksaddled coralgrouper","Bluespotted coral trout","commercial","commercial","Australia"
"147","Perciformes","Serranidae","Plectropomus leopardus","native","Leopard coralgrouper","Common coral trout","minor commercial","commercial","Australia"
"148","Perciformes","Serranidae","Plectropomus maculatus","native","Spotted coralgrouper","Barcheek coral trout","minor commercial","commercial","Australia"
"149","Perciformes","Polynemidae","Polydactylus macrochir","native","King threadfin","King threadfin","commercial","commercial","Australia"
"150","Perciformes","Pomatomidae","Pomatomus saltatrix","native","Bluefish","Tailor","minor commercial","highly commercial","Australia"
"1511","Pristiophoriformes","Pristiophoridae","Pristiophorus cirratus","endemic","Longnose sawshark","Common sawshark","minor commercial","commercial","Australia"
"1521","Pristiophoriformes","Pristiophoridae","Pristiophorus nudipinnis","endemic","Shortnose sawshark","Southern sawshark","minor commercial","minor commercial","Australia"
"153","Perciformes","Lutjanidae","Pristipomoides multidens","native","Goldbanded jobfish","Goldband snapper","commercial","commercial","Australia"
"154","Perciformes","Lutjanidae","Pristipomoides typus","native","Sharptooth jobfish","Sharptooth snapper","commercial","minor commercial","Australia"
"155","Osmeriformes","Retropinnidae","Prototroctes maraena","endemic","Australian grayling","Australian grayling","commercial","commercial","Australia"
"156","Perciformes","Latidae","Psammoperca waigiensis","native","Waigieu seaperch","Sand Bass","minor commercial","commercial","Australia"
"157","Perciformes","Carangidae","Pseudocaranx dentex","native","White trevally","Silver trevally","highly commercial","commercial","Australia"
"158","Perciformes","Carangidae","Pseudocaranx wrighti","endemic","Skipjack trevally","Skipjack trevally","subsistence fisheries","subsistence fisheries","Australia"
"159","Zeiformes","Oreosomatidae","Pseudocyttus maculatus","native","Smooth oreo dory","Smooth oreodory","commercial","commercial","Australia"
"160","Perciformes","Rachycentridae","Rachycentron canadum","native","Cobia","Cobia","minor commercial","minor commercial","Australia"
"1611","Perciformes","Gempylidae","Rexea solandri","native","Silver gemfish","Silver kingfish","highly commercial","commercial","Australia"
"1621","Pleuronectiformes","Pleuronectidae","Rhombosolea tapirina","native","Greenback flounder","Greenback flounder","commercial","commercial","Australia"
"163","Rajiformes","Rhinobatidae","Rhynchobatus djiddensis","questionable","Giant guitarfish","Mirbuy","minor commercial","commercial","Australia"
"164","Salmoniformes","Salmonidae","Salmo salar","introduced","Atlantic salmon","Atlantic salmon","commercial","highly commercial","Australia"
"165","Salmoniformes","Salmonidae","Salmo trutta trutta","introduced","Sea trout","Brown trout","subsistence fisheries","commercial","Australia"
"166","Perciformes","Scombridae","Sarda orientalis","native","Striped bonito","Bonito","minor commercial","minor commercial","Australia"
"167","Clupeiformes","Clupeidae","Sardinops sagax","native","South American pilchard","Australian pilchard","commercial","highly commercial","Australia"
"168","Perciformes","Scaridae","Scarus ghobban","native","Blue-barred parrotfish","Bluebarred parrotfish","minor commercial","commercial","Australia"
"169","Perciformes","Scombridae","Scomber australasicus","native","Blue mackerel","Slimy mackerel","commercial","commercial","Australia"
"170","Perciformes","Carangidae","Scomberoides commersonnianus","native","Talang queenfish","Giant queenfish","minor commercial","minor commercial","Australia"
"1711","Perciformes","Scombridae","Scomberomorus commerson","native","Narrow-barred Spanish mackerel","Macko","minor commercial","highly commercial","Australia"
"1721","Perciformes","Scombridae","Scomberomorus munroi","native","Australian spotted mackerel","Spotty","commercial","commercial","Australia"
"173","Perciformes","Scombridae","Scomberomorus queenslandicus","native","Queensland school mackerel","Blotched mackerel","commercial","commercial","Australia"
"174","Perciformes","Scombridae","Scomberomorus semifasciatus","native","Broad-barred king mackerel","Broadbanded mackerel","commercial","commercial","Australia"
"175","Perciformes","Kyphosidae","Scorpis georgiana","endemic","Banded sweep","Banded sweep","minor commercial","minor commercial","Australia"
"176","Perciformes","Carangidae","Seriola hippos","native","Samson fish","Samsonfish","minor commercial","minor commercial","Australia"
"177","Perciformes","Carangidae","Seriola lalandi","native","Yellowtail amberjack","Yellowtail kingfish","commercial","minor commercial","Australia"
"178","Perciformes","Centrolophidae","Seriolella brama","native","Common warehou","Sea bream","commercial","commercial","Australia"
"179","Perciformes","Centrolophidae","Seriolella caerulea","native","White warehou","White trevalla","commercial","commercial","Australia"
"180","Perciformes","Centrolophidae","Seriolella punctata","native","Silver warehou","Spotted warehou","commercial","commercial","Australia"
"1811","Perciformes","Siganidae","Siganus canaliculatus","native","White-spotted spinefoot","White-spotted spinefoot","minor commercial","commercial","Australia"
"1821","Perciformes","Siganidae","Siganus doliatus","native","Barred spinefoot","Barred rabbitfish","minor commercial","minor commercial","Australia"
"183","Perciformes","Siganidae","Siganus lineatus","native","Golden-lined spinefoot","Goldlined rabbitfish","minor commercial","commercial","Australia"
"184","Perciformes","Siganidae","Siganus punctatus","native","Goldspotted spinefoot","Gold-spotted rabbitfish","minor commercial","commercial","Australia"
"185","Perciformes","Sillaginidae","Sillaginodes punctatus","endemic","Spotted sillago","King George whiting","commercial","commercial","Australia"
"186","Perciformes","Sillaginidae","Sillago analis","native","Golden-lined sillago","Goldenline whiting","commercial","commercial","Australia"
