"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"20739","","Dipsacus","","asper","","","","5","No","","","","","China","","","","","22"
"6904","","Dipteryx","","odorata","","","","2","No","","","","","South America","","","","","31"
"1664","","Dodonaea","","viscosa","","","","68","No","","","","","Africa","","","","","34"
"1666","","Dolichos","","lablab","","","","19","No","","","","","China","","","","","42"
"96879","","Dolichos","","trinervatus","","","","1","No","","","","","Africa","x","","","","29"
"99582","","Dorema","","ammoniacum","","","","9","No","","","","","India","","","oil","hepatosplenic disorders","12"
"48434","","Dovyalis","","abyssinica","","","","3","No","","","","","Africa","x","","","","25"
"13337","","Draba","","oreades","","","","2","No","","","","","North Pakistan","","","","","26"
"4901","","Dracaena","","steudneri","","","","9","No","","","","","Africa","","","","","29"
"48545","","Dracontium","","loretense","","","","3","No","","","","","South America","","","","","31"
"48642","","Drosera","","madagascariensis","","","","11","No","","","","","Africa","x","","","","29"
"12850","","Drosera","","peltata","","","","7","No","","","","","India","x","","","","24"
"6761","","Drosera","","rotundifolia","","","","68","No","","","","","Europe","x","","","","38"
"137110","","Dryopteris","","crassirhizoma","","","","41","No","","","","","China","","","","","22"
"48787","","Dryopteris","","filix-mas","","","","100","No","","","","","US, Europe","","","","","17, 21"
"157194","","Duosperma","","crenatum","","","","1","No","","","","","Africa","","","","","34"
"285735","","Ecbalium","","elaterium","","","","3","No","","","","","Europe","","","","","21"
"6143","","Echinacea","","angustifolia","","","","54","No","","","","","US","x","","","","17"
"49004","","Echinacea","","pallida","","","","78","No","","","","","US","x","","","","17"
"1735","","Echinacea","","purpurea","","","","146","No","","","","","US","x","","","","17"
"61196","","Echinacea","","tennesseensis","","","","34","No","","Endangered","","","US","x","","","","17"
"4926","","Echinodorus","","macrophyllus","","","","9","No","","","","","South America","","","","","19"
"184900","","Echinops","","latifolius","","","","4","No","","","","","China","","","","","42"
"162472","","Echium","","stenosiphon","","","","1","No","","","","","Africa","","","","","34"
"71334","","Eclipta","","prostrata","","","","15","No","","","","","China","","","","","42, 22"
"6253","","Ehretia","","amoena","","","","3","No","","","","","Africa","x","","","","29"
"5143","","Elaeis","","guineensis","","","","57","No","","","","","South America","","","","","31"
"98812","","Elaeodendron","","buchananii","","","","3","No","","","","","Africa","x","","","","25"
"259260","","Elaeodendron","","croceum","","","","6","No","","","","","Africa","x","","","","37"
"149000","","Eleocharis","","interstincta","","","","2","No","","","","","Latin America and the Caribbean","","","","","39"
"18007","","Elephantorrhiza","","elephantina","","","","3","No","","","","","Africa","","","","","34"
"1768","","Elettaria","","cardamomum","","","","71","Yes","","","","","India","","","","","10"
"49327","","Eleusine","","coracana","","","","20","No","","","","","Africa","","","","","34"
"49331","","Eleutherine","","bulbosa","","","","4","No","","","","","South America","","","","","31"
"98882","","Embelia","","ribes","","","","3","No","","","","","India","x","","","","24"
"96855","","Embelia","","schimperi","","","","2","No","","","","","Africa","x","","","","25"
"71354","","Emblica","","officinalis","","","","1","No","","","","","India","","","","","4, 10"
"49387","","Emilia","","coccinea","","","","18","No","","","","","Africa","","","","","34"
"149018","","Encephalartos","","aemulans","","","","10","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"1776","","Encephalartos","","altensteinii","","","","65","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1778","","Encephalartos","","arenarius","","","","27","No","Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"149024","","Encephalartos","","brevifoliolatus","","","","0","No","Extinct in the Wild","Endangered","I","1975-07-01","Africa","x","","","","37"
"1781","","Encephalartos","","caffer","","","","18","No","Near Threatened","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"19437","","Encephalartos","","cerinus","","","","12","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"23175","","Encephalartos","","cupidus","","","","17","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"5775","","Encephalartos","","cycadifolius","","","","20","No","Least Concern","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"149030","","Encephalartos","","dolomiticus","","","","4","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"23178","","Encephalartos","","dyerianus","","","","10","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"1784","","Encephalartos","","eugene-maraisii","","","","18","No","Endangered","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1785","","Encephalartos","","ferox","","","","80","No","Least Concern","Rare","I","1975-07-01","Africa","x","","","","37"
"23172","","Encephalartos","","friderici-guilielmi","","","","20","No","Near Threatened","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"62402","","Encephalartos","","ghellinckii","","","","13","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1786","","Encephalartos","","heenanii","","","","10","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"149039","","Encephalartos","","hirsutus","","","","1","No","Critically Endangered","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1788","","Encephalartos","","horridus","","","","69","No","Endangered","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1789","","Encephalartos","","humilis","","","","8","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"63513","","Encephalartos","","inopinus","","","","13","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"62550","","Encephalartos","","laevifolius","","","","11","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"1792","","Encephalartos","","lanatus","","","","21","No","Near Threatened","Rare","I","1975-07-01","Africa","x","","","","37"
"15357","","Encephalartos","","latifrons","","","","17","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"5777","","Encephalartos","","lebomboensis","","","","40","No","Endangered","Rare","I","1975-07-01","Africa","x","","","","37"
"1794","","Encephalartos","","lehmannii","","","","55","No","Near Threatened","Rare","I","1975-07-01","Africa","x","","","","37"
"1795","","Encephalartos","","longifolius","","","","35","No","Near Threatened","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"23176","","Encephalartos","","middelburgensis","","","","9","No","Critically Endangered","","I","1975-07-01","Africa","x","","","","37"
"149053","","Encephalartos","","msinganus","","","","5","No","Critically Endangered","Endangered","I","1975-07-01","Africa","x","","","","37"
"1797","","Encephalartos","","natalensis","","","","48","No","Near Threatened","Rare","I","1975-07-01","Africa","x","","","","37"
"23168","","Encephalartos","","ngoyanus","","","","11","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"149055","","Encephalartos","","nubimontanus","","","","2","No","Extinct in the Wild","Endangered","I","1975-07-01","Africa","x","","","","37"
"12910","","Encephalartos","","paucidentatus","","","","17","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1799","","Encephalartos","","princeps","","","","27","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"149060","","Encephalartos","","senticosus","","","","13","No","Vulnerable","","I","1975-07-01","Africa","x","","","","37"
"1803","","Encephalartos","","transvenosus","","","","41","No","Least Concern","Rare","I","1975-07-01","Africa","x","","","","37"
"1805","","Encephalartos","","trispinosus","","","","32","No","Vulnerable","Vulnerable","I","1975-07-01","Africa","x","","","","37"
"1806","","Encephalartos","","villosus","","","","63","No","Least Concern","","I","1975-07-01","Africa","x","","","","37"
"23173","","Encephalartos","","woodii","","","","13","No","Extinct in the Wild","Extinct","I","1975-07-01","Africa","x","","","","37"
"1808","","Ensete","","ventricosum","","","","33","No","","","","","Africa","","","","","34"
"1809","","Entada","","abyssinica","","","","9","No","","","","","Africa","","","root, bark","chronic cough, headache, stomach ","35"
"1816","","Ephedra","","distachya","","","","57","No","","","","","Europe","","","","","21"
"1819","","Ephedra","","gerardiana","","sikkimensis","","18","No","","","","","North Pakistan","","","","","26"
"23297","","Ephedra","","intermedia","","","","24","No","","","","","North Pakistan","","","","","26"
"23298","","Ephedra","","sinica","","","","17","No","","","","","China","","","","","42, 22"
"23401","","Epigaea","","repens","","","","24","No","","","","","US","x","","","","17"
"23454","","Epimedium","","sagittatum","","","","17","No","","","","","China","","","","","42"
"23504","","Epipactis","","gigantea","","","","42","No","","","II","2005-01-12","US","x","","","","17"
"80743","","Equisetum","","arvense","","","","63","No","","","","","Europe, US","x","","","","21, 17"
"23535","","Equisetum","","giganteum","","","","33","No","","","","","South America","","","","","28"
"186481","","Equisetum","","hiemale","","","","2","No","","","","","China","","","","","22"
"80711","","Equisetum","","hyemale","","","","87","No","","","","","US","x","","","","17"
"168561","","Equisetum","","pratense","","","","14","No","","","","","US","x","","","","17"
"192953","","Eragrostis","","nindensis","","","","2","No","","","","","Africa","","","","","34"
"193176","","Eragrostis","","plana","","","","3","No","","","","","Africa","","","","","34"
"1843","","Eriobotrya","","japonica","","","","145","No","","","","","China","","","","","42, 22"
"9247","","Eruca","","vesicaria","subsp.","sativa","","13","No","","","","","Africa","","","","","34"
"19734","","Eryngium","","campestre","","","","48","No","","","","","Europe","","","","","21"
"1863","","Eryngium","","foetidum","","","","15","No","","","","","Latin America and the Caribbean","","","","","39"
"1869","","Erythrina","","abyssinica","","","","21","No","","","","","Africa","x","","","","25"
"149279","","Erythrina","","mulungu","","","","0","No","","","","","South America","","","","","31"
"149288","","Erythrophleum","","africanum","","","","4","No","","","","","Africa","","","","","34"
"6516","","Erythrophleum","","suaveolens","","","","9","No","","","","","Africa","x","","","","34, 29"
"70370","","Erythroxylum","","coca","","","","29","No","","","","","South America","","","","","31"
"19764","","Eucalyptus","","camaldulensis","subsp.","camaldulensis","","1","No","","","","","Africa","","","","","34"
"6772","","Euclea","","divinorum","","","","8","No","","","","","Africa","x","","","","34, 25"
"20519","","Eucomis","","autumnalis","","","","50","No","","","","","Africa","x","","","","29"
"247255","","Eucomis","","montana","","","","10","No","","","","","Africa","x","","","","37"
"63699","","Eucomis","","vandermerwei","","","","18","No","","Rare","","","Africa","x","","","","37"
"9504","","Eucommia","","ulmoides","","","","140","No","Lower Risk: Near Threatened","Rare","","","China","","","","","42, 22"
"24205","","Eulophia","","petersii","","","","25","No","","","II","2005-01-12","Mozambique , Oman , Saudi Arabia , South Africa , Sudan","x","Appendix II","","","13"
"24217","","Eulophia","","speciosa","","","","4","No","","","","","","x","Appendix II","","","13"
"24220","","Eulophia","","streptopetala","","","","11","No","","","","","","x","Appendix II","","","13"
"132536","","Euonymus","","atropurpurea","","","","12","No","","","","","US","x","","","","17"
"17314","","Eupatorium","","fortunei","","","","7","No","","","","","China","","","","","22"
"149384","","Eupatorium","","odoratum","","","","7","No","","","","","Latin America and the Caribbean","","","","","39"
