"cwr_id","orig_record","sp","spp","var","auth"
1,"Aegilops bicornis (Forssk.) Jaub. & Spach","Aegilops bicornis",,,"(Forssk.) Jaub. & Spach"
2,"Aegilops bicornis (Forssk.) Jaub. & Spach var. bicornis ","Aegilops bicornis",,"bicornis ","(Forssk.) Jaub. & Spach "
3,"Aegilops bicornis var. anathera Eig","Aegilops bicornis",,"anathera ","Eig"
4,"Aegilops biuncialis Vis.","Aegilops biuncialis",,,"Vis."
5,"Aegilops columnaris Zhuk.","Aegilops columnaris",,,"Zhuk."
6,"Aegilops comosa Sm.","Aegilops comosa",,,"Sm."
7,"Aegilops comosa Sm. var. comosa ","Aegilops comosa",,"comosa ","Sm. "
8,"Aegilops comosa var. subventricosa Boiss.","Aegilops comosa",,"subventricosa ","Boiss."
9,"Aegilops crassa Boiss.","Aegilops crassa",,,"Boiss."
10,"Aegilops cylindrica Host","Aegilops cylindrica",,,"Host"
11,"Aegilops geniculata Roth","Aegilops geniculata",,,"Roth"
12,"Aegilops juvenalis (Thell.) Eig","Aegilops juvenalis",,,"(Thell.) Eig"
13,"Aegilops kotschyi Boiss.","Aegilops kotschyi",,,"Boiss."
14,"Aegilops longissima Schweinf. & Muschl.","Aegilops longissima",,,"Schweinf. & Muschl."
15,"Aegilops markgrafii (Greuter) K. Hammer","Aegilops markgrafii",,,"(Greuter) K. Hammer"
16,"Aegilops neglecta Req. ex Bertol.","Aegilops neglecta",,,"Req. ex Bertol."
17,"Aegilops peregrina (Hack.) Maire & Weiller","Aegilops peregrina",,,"(Hack.) Maire & Weiller"
18,"Aegilops peregrina (Hack.) Maire & Weiller var. peregrina ","Aegilops peregrina",,"peregrina ","(Hack.) Maire & Weiller "
19,"Aegilops peregrina var. brachyathera (Boiss.) Maire & Weiller","Aegilops peregrina",,"brachyathera ","(Boiss.) Maire & Weiller"
20,"Aegilops searsii Feldman & Kislev ex K. Hammer","Aegilops searsii",,,"Feldman & Kislev ex K. Hammer"
21,"Aegilops sharonensis Eig","Aegilops sharonensis",,,"Eig"
22,"Aegilops speltoides Tausch","Aegilops speltoides",,,"Tausch"
23,"Aegilops speltoides Tausch var. speltoides ","Aegilops speltoides",,"speltoides ","Tausch "
24,"Aegilops speltoides var. ligustica (Savign.) Fiori","Aegilops speltoides",,"ligustica ","(Savign.) Fiori"
25,"Aegilops tauschii Coss.","Aegilops tauschii",,,"Coss."
26,"Aegilops triuncialis L.","Aegilops triuncialis",,,"L."
27,"Aegilops triuncialis L. var. triuncialis ","Aegilops triuncialis",,"triuncialis ","L. "
28,"Aegilops triuncialis var. persica (Boiss.) Eig","Aegilops triuncialis",,"persica ","(Boiss.) Eig"
29,"Aegilops umbellulata Zhuk.","Aegilops umbellulata",,,"Zhuk."
30,"Aegilops uniaristata Vis.","Aegilops uniaristata",,,"Vis."
31,"Aegilops vavilovii (Zhuk.) Chennav.","Aegilops vavilovii",,,"(Zhuk.) Chennav."
32,"Aegilops ventricosa Tausch","Aegilops ventricosa",,,"Tausch"
33,"Agropyron cristatum (L.) Beauv.","Agropyron cristatum",,,"(L.) Beauv."
34,"Agropyron desertorum (Fischer ex Link) Schultes","Agropyron desertorum",,,"(Fischer ex Link) Schultes"
35,"Allium altaicum Pall.","Allium altaicum",,,"Pall."
36,"Allium altyncolicum N. Friesen","Allium altyncolicum",,,"N. Friesen"
37,"Allium ampeloprasum L.","Allium ampeloprasum",,,"L."
38,"Allium asarense R. M. Fritsch & Matin","Allium asarense",,,"R. M. Fritsch & Matin"
39,"Allium atrosanguineum  Schrenk","Allium atrosanguineum",,," Schrenk"
40,"Allium atroviolaceum Boiss.","Allium atroviolaceum",,,"Boiss."
41,"Allium bourgeaui Rech. f.","Allium bourgeaui",,,"Rech. f."
42,"Allium bourgeaui Rech. f. subsp. bourgeaui ","Allium bourgeaui","bourgeaui",,"Rech. f. subsp. bourgeaui "
43,"Allium bourgeaui subsp. creticum Bothmer","Allium bourgeaui","creticum",,"Bothmer"
44,"Allium bourgeaui subsp. cycladicum Bothmer","Allium bourgeaui","cycladicum",,"Bothmer"
45,"Allium chinense G. Don","Allium chinense",,,"G. Don"
46,"Allium commutatum Guss.","Allium commutatum",,,"Guss."
47,"Allium fedschenkoanum  Regel","Allium fedschenkoanum",,," Regel"
48,"Allium galanthum Kar. & Kir.","Allium galanthum",,,"Kar. & Kir."
49,"Allium karelinii Poljakov","Allium karelinii",,,"Poljakov"
50,"Allium komarovianum  Vved.","Allium komarovianum",,," Vved."
51,"Allium ledebourianum Schult. et Schult. f","Allium ledebourianum",,,"Schult. et Schult. f"
52,"Allium macrostemon Bunge","Allium macrostemon",,,"Bunge"
53,"Allium maximowiczii Regel","Allium maximowiczii",,,"Regel"
54,"Allium monadelphum Turcz. ex Kar. et Kir.","Allium monadelphum",,,"Turcz. ex Kar. et Kir."
55,"Allium oliganthum Kar. et Kir.","Allium oliganthum",,,"Kar. et Kir."
56,"Allium oschaninii O. Fedtsch.","Allium oschaninii",,,"O. Fedtsch."
57,"Allium praemixtum Vved.","Allium praemixtum",,,"Vved."
58,"Allium pskemense B. Fedtsch.","Allium pskemense",,,"B. Fedtsch."
59,"Allium ramosum L.","Allium ramosum",,,"L."
60,"Allium roylei Stearn","Allium roylei",,,"Stearn"
61,"Allium scabriscapum Boiss. & Kotschy ","Allium scabriscapum",,,"Boiss. & Kotschy "
62,"Allium schmitzii Coutinho","Allium schmitzii",,,"Coutinho"
63,"Allium schoenoprasum L.","Allium schoenoprasum",,,"L."
64,"Allium schoenoprasum subsp. latiorifolium (Pau) R. Martinez et al.","Allium schoenoprasum","latiorifolium",,"(Pau)"
65,"Allium semenowii  Regel","Allium semenowii",,," Regel"
66,"Allium thunbergii  G. Don","Allium thunbergii",,," G. Don"
67,"Allium tuberosum Rottler ex Spreng. ","Allium tuberosum",,,"Rottler ex Spreng. "
68,"Allium vavilovii Popov & Vved.","Allium vavilovii",,,"Popov & Vved."
69,"Allium weschniakowii  Regel","Allium weschniakowii",,," Regel"
70,"Amblyopyrum muticum (Boiss.) Eig","Amblyopyrum muticum",,,"(Boiss.) Eig"
71,"Amblyopyrum muticum (Boiss.) Eig var. muticum ","Amblyopyrum muticum",,"muticum ","(Boiss.) Eig "
72,"Amblyopyrum muticum var. loliaceum (Jaub. & Spach) Eig","Amblyopyrum muticum",,"loliaceum ","(Jaub. & Spach) Eig"
73,"Amygdalus tangutica (Batalin) Korsh.","Amygdalus tangutica",,,"(Batalin) Korsh."
74,"Ananas comosus var. ananassoides (Baker) Coppens & F.Leal","Ananas comosus",,"ananassoides ","(Baker) Coppens & F.Leal"
75,"Ananas comosus var. bracteatus (Lindl.) Coppens & F.Leal","Ananas comosus",,"bracteatus ","(Lindl.) Coppens & F.Leal"
76,"Ananas comosus var. erectifolius (L.B.Sm.) Coppens & F.Leal","Ananas comosus",,"erectifolius ","(L.B.Sm.) Coppens & F.Leal"
77,"Ananas comosus var. paraguazensis (Camargo & L.B.Sm.) Coppens & F.Leal","Ananas comosus",,"paraguazensis ","(Camargo & L.B.Sm.) Coppens & F.Leal"
78,"Ananas macrodontes E.Morren","Ananas macrodontes",,,"E.Morren"
79,"Arachis appressipila Krapov. & W. C. Greg.","Arachis appressipila",,,"Krapov. & W. C. Greg."
80,"Arachis batizocoi Krapov. & W. C. Greg.","Arachis batizocoi",,,"Krapov. & W. C. Greg."
81,"Arachis cardenasii Krapov. & W. C. Greg.","Arachis cardenasii",,,"Krapov. & W. C. Greg."
82,"Arachis correntina (Burkart) Krapov. & W. C. Greg.","Arachis correntina",,,"(Burkart) Krapov. & W. C. Greg."
83,"Arachis diogoi Hoehne","Arachis diogoi",,,"Hoehne"
84,"Arachis duranensis Krapov. & W. C. Greg.","Arachis duranensis",,,"Krapov. & W. C. Greg."
85,"Arachis helodes Mart. Ex Krapov. & Rigoni","Arachis helodes",,,"Mart. Ex Krapov. & Rigoni"
86,"Arachis herzogii Krapov., W. C. Greg. & Valls","Arachis herzogii",,,"Krapov., W. C. Greg. & Valls"
87,"Arachis hoehnei Krapov. & W. C. Greg.","Arachis hoehnei",,,"Krapov. & W. C. Greg."
88,"Arachis ipaensis Krapov. & W. C. Greg.","Arachis ipaensis",,,"Krapov. & W. C. Greg."
89,"Arachis kempff-mercadoi Krapov., W. C. Greg. & C. E. Simpson","Arachis kempff-mercadoi",,,"Krapov., W. C. Greg. & C. E. Simpson"
90,"Arachis linearifolia Valls, Krapov. & C. E. Simpson","Arachis linearifolia",,,"Valls, Krapov. & C. E. Simpson"
91,"Arachis magna Krapov., & W. C. Greg. & C. E. Simpson","Arachis magna",,,"Krapov., & W. C. Greg. & C. E. Simpson"
92,"Arachis monticola Krapov. & Rigoni","Arachis monticola",,,"Krapov. & Rigoni"
93,"Arachis paraguariensis Chodat & Hassl.","Arachis paraguariensis",,,"Chodat & Hassl."
94,"Arachis villosa Benth.","Arachis villosa",,,"Benth."
95,"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.","Armoracia rusticana",,,"P.Gaertn., B.Mey. & Scherb."
96,"Artocarpus altilis (Parkinson) Fosberg","Artocarpus altilis",,,"(Parkinson) Fosberg"
97,"Artocarpus blancoi (Elmer) Merr.","Artocarpus blancoi",,,"(Elmer) Merr."
98,"Artocarpus camansi Blanco","Artocarpus camansi",,,"Blanco"
99,"Artocarpus chama Buch.-Ham.","Artocarpus chama",,,"Buch.-Ham."
100,"Artocarpus elasticus Reinw. ex Blume","Artocarpus elasticus",,,"Reinw. ex Blume"
101,"Artocarpus heterophyllus Lam.","Artocarpus heterophyllus",,,"Lam."
102,"Artocarpus hirsutus Lam.","Artocarpus hirsutus",,,"Lam."
103,"Artocarpus integer (Thunb.) Merr.","Artocarpus integer",,,"(Thunb.) Merr."
104,"Artocarpus mariannensis Trﾎcul","Artocarpus mariannensis",,,"Trﾎcul"
105,"Artocarpus odoratissimus Blanco","Artocarpus odoratissimus",,,"Blanco"
106,"Artocarpus rigidus Blume","Artocarpus rigidus",,,"Blume"
107,"Artocarpus tamaran Becc.","Artocarpus tamaran",,,"Becc."
108,"Asparagus acutifolius L.","Asparagus acutifolius",,,"L."
109,"Asparagus albus L.","Asparagus albus",,,"L."
110,"Asparagus aphyllus L.","Asparagus aphyllus",,,"L."
111,"Asparagus cochinchinensis (Lour.) Merrill var. cochinchinensis ","Asparagus cochinchinensis",,"cochinchinensis ","(Lour.) Merrill "
112,"Asparagus cochinchinensis var. pygmaeus Makino","Asparagus cochinchinensis",,"pygmaeus ","Makino"
113,"Asparagus dauricus Fisch. ex Link","Asparagus dauricus",,,"Fisch. ex Link"
114,"Asparagus filicinus Hamilton ex D.Don","Asparagus filicinus",,,"Hamilton ex D.Don"
115,"Asparagus kasakstanicus Iljin","Asparagus kasakstanicus",,,"Iljin"
116,"Asparagus kiusianus Makino","Asparagus kiusianus",,,"Makino"
117,"Asparagus lycopodineus Wall. ex Baker","Asparagus lycopodineus",,,"Wall. ex Baker"
118,"Asparagus macowanii Baker","Asparagus macowanii",,,"Baker"
119,"Asparagus maritimus (L.) Miller","Asparagus maritimus",,,"(L.) Miller"
120,"Asparagus officinalis L.","Asparagus officinalis",,,"L."
121,"Asparagus oligoclonos Maxim.","Asparagus oligoclonos",,,"Maxim."
122,"Asparagus schoberioides Kunth","Asparagus schoberioides",,,"Kunth"
123,"Asparagus stipularis Forssk.","Asparagus stipularis",,,"Forssk."
124,"Asparagus tenuifolius Lam.","Asparagus tenuifolius",,,"Lam."
125,"Asparagus verticillatus L.","Asparagus verticillatus",,,"L."
126,"Atalantia ceylanica (Arn.) Oliv.","Atalantia ceylanica",,,"(Arn.) Oliv."
127,"Avena abyssinica Hochst.","Avena abyssinica",,,"Hochst."
128,"Avena atherantha C. Presl","Avena atherantha",,,"C. Presl"
129,"Avena byzantina K. Koch","Avena byzantina",,,"K. Koch"
130,"Avena fatua L.","Avena fatua",,,"L."
131,"Avena hybrida Peterm.","Avena hybrida",,,"Peterm."
132,"Avena insularis Ladiz.","Avena insularis",,,"Ladiz."
133,"Avena macrostachya Balansa & Durieu","Avena macrostachya",,,"Balansa & Durieu"
134,"Avena maroccana Gand.","Avena maroccana",,,"Gand."
135,"Avena murphyi Ladiz.","Avena murphyi",,,"Ladiz."
136,"Avena occidentalis Durieu","Avena occidentalis",,,"Durieu"
137,"Avena pilosa (Roem. & Schult.) M. Bieb.","Avena pilosa",,,"(Roem. & Schult.) M. Bieb."
138,"Avena prostrata Ladiz.","Avena prostrata",,,"Ladiz."
139,"Avena sterilis L.","Avena sterilis",,,"L."
140,"Avena strigosa Schreb.","Avena strigosa",,,"Schreb."
141,"Avena trichophylla K. Koch","Avena trichophylla",,,"K. Koch"
142,"Barbarea verna (Mill.) Asch.","Barbarea verna",,,"(Mill.) Asch."
143,"Bertholletia excelsa Bonpl.","Bertholletia excelsa",,,"Bonpl."
144,"Beta corolliflora Zosimovic ex Buttler","Beta corolliflora",,,"Zosimovic ex Buttler"
145,"Beta lomatogona Fisch. & C. A. Mey.","Beta lomatogona",,,"Fisch. & C. A. Mey."
146,"Beta macrocarpa Guss.","Beta macrocarpa",,,"Guss."
147,"Beta macrorhiza Steven","Beta macrorhiza",,,"Steven"
148,"Beta nana Boiss. & Heldr.","Beta nana",,,"Boiss. & Heldr."
149,"Beta patellaris Moq.","Beta patellaris",,,"Moq."
150,"Beta patula Aiton","Beta patula",,,"Aiton"
151,"Beta procumbens C.Sm. ex Hornem.","Beta procumbens",,,"C.Sm. ex Hornem."
152,"Beta trigyna Waldst. & Kit.","Beta trigyna",,,"Waldst. & Kit."
153,"Beta vulgaris subsp. adanensis (Pamukc. Ex Aellen) Ford-Lloyd & J. T. Williams","Beta vulgaris","adanensis",,"(Pamukc."
154,"Beta vulgaris subsp. maritima (L.) Arcang.","Beta vulgaris","maritima",,"(L.)"
155,"Beta webbiana Moq.","Beta webbiana",,,"Moq."
156,"Beta x intermedia Bunge","Beta x",,,"intermedia Bunge"
157,"Brassica barrelieri (L.) Janka","Brassica barrelieri",,,"(L.) Janka"
158,"Brassica bourgeaui (Webb ex Christ) Kuntze","Brassica bourgeaui",,,"(Webb ex Christ) Kuntze"
159,"Brassica carinata A. Braun","Brassica carinata",,,"A. Braun"
160,"Brassica cretica Lam.","Brassica cretica",,,"Lam."
161,"Brassica cretica Lam. subsp. cretica ","Brassica cretica","cretica",,"Lam. subsp. cretica "
162,"Brassica cretica subsp. aegaea (Heldr. & Hal.) Snogerup et al.","Brassica cretica","aegaea",,"(Heldr."
163,"Brassica cretica subsp. laconica M. A. Gust. & Snogerup","Brassica cretica","laconica",,"M."
164,"Brassica drepanensis (Caruel) Damanti ","Brassica drepanensis",,,"(Caruel) Damanti "
165,"Brassica elongata Ehrh.","Brassica elongata",,,"Ehrh."
166,"Brassica elongata Ehrh. subsp. elongata ","Brassica elongata","elongata",,"Ehrh. subsp. elongata "
167,"Brassica elongata subsp. integrifolia (Boiss.) Breistr.","Brassica elongata","integrifolia",,"(Boiss.)"
168,"Brassica elongata subsp. pinnatifida (Smal'g.) Greuter & Burdet","Brassica elongata","pinnatifida",,"(Smal'g.)"
169,"Brassica elongata subsp. subscaposa (Maire & Weiller) Maire ","Brassica elongata","subscaposa",,"(Maire"
170,"Brassica fruticulosa Cirillo","Brassica fruticulosa",,,"Cirillo"
171,"Brassica hilarionis Post","Brassica hilarionis",,,"Post"
172,"Brassica incana Ten.","Brassica incana",,,"Ten."
173,"Brassica insularis Moris","Brassica insularis",,,"Moris"
174,"Brassica macrocarpa Guss.","Brassica macrocarpa",,,"Guss."
175,"Brassica maurorum Durieu","Brassica maurorum",,,"Durieu"
176,"Brassica montana Pourr.","Brassica montana",,,"Pourr."
177,"Brassica nigra (L.) W. D. J. Koch","Brassica nigra",,,"(L.) W. D. J. Koch"
178,"Brassica oleracea  L. var. oleracea","Brassica oleracea",,," L. var. oleracea"
179,"Brassica oleracea L.","Brassica oleracea",,,"L."
180,"Brassica rapa L.","Brassica rapa",,,"L."
181,"Brassica repanda (Willd.) DC.","Brassica repanda",,,"(Willd.) DC."
182,"Brassica rupestris Raf.","Brassica rupestris",,,"Raf."
183,"Brassica tournefortii Gouan","Brassica tournefortii",,,"Gouan"
184,"Brassica villosa Biv.","Brassica villosa",,,"Biv."
185,"Cajanus acutifolius (F.Muell.) Maesen","Cajanus acutifolius",,,"(F.Muell.) Maesen"
186,"Cajanus albicans (Wight & Arn.) Maesen","Cajanus albicans",,,"(Wight & Arn.) Maesen"
187,"Cajanus cajanifolius (Haines) Maesen","Cajanus cajanifolius",,,"(Haines) Maesen"
188,"Cajanus cinereus (F.Muell.) F.Muell.","Cajanus cinereus",,,"(F.Muell.) F.Muell."
189,"Cajanus confertiflorus F. Muell.","Cajanus confertiflorus",,,"F. Muell."
190,"Cajanus lanceolatus (W.Fitzg.) Maesen","Cajanus lanceolatus",,,"(W.Fitzg.) Maesen"
191,"Cajanus latisepalus Maesen","Cajanus latisepalus",,,"Maesen"
192,"Cajanus lineatus (Wight & Arn.) Maesen","Cajanus lineatus",,,"(Wight & Arn.) Maesen"
193,"Cajanus platycarpus (Benth.) Maesen","Cajanus platycarpus",,,"(Benth.) Maesen"
194,"Cajanus reticulatus (Dryand.) F.Muell.","Cajanus reticulatus",,,"(Dryand.) F.Muell."
195,"Cajanus scarabaeoides (L.) Thouars","Cajanus scarabaeoides",,,"(L.) Thouars"
196,"Cajanus sericeus (Baker) Maesen","Cajanus sericeus",,,"(Baker) Maesen"
197,"Cajanus trinervius (DC.) Maesen","Cajanus trinervius",,,"(DC.) Maesen"
198,"Cajanus volubis (Blanco) Blanco","Cajanus volubis",,,"(Blanco) Blanco"
199,"Camellia angustifolia H. T. Chang","Camellia angustifolia",,,"H. T. Chang"
200,"Camellia arborescens H. T. Chang, F. L. Yu & P. S. Wang","Camellia arborescens",,,"H. T. Chang, F. L. Yu & P. S. Wang"
201,"Camellia atrothea H. T. Chang, H. S. Wang & B. H. Chen","Camellia atrothea",,,"H. T. Chang, H. S. Wang & B. H. Chen"
202,"Camellia costata S. Y. Hu & S. Y. Liang","Camellia costata",,,"S. Y. Hu & S. Y. Liang"
203,"Camellia crassicolumna H. T. Chang","Camellia crassicolumna",,,"H. T. Chang"
204,"Camellia crispula H. T. Chang","Camellia crispula",,,"H. T. Chang"
205,"Camellia fangchengensis S. Ye Liang & Y. C. Zhong","Camellia fangchengensis",,,"S. Ye Liang & Y. C. Zhong"
206,"Camellia grandibracteata H. T. Chang et al.","Camellia grandibracteata",,,"H. T. Chang et al."
207,"Camellia gymnogyna H. T. Chang","Camellia gymnogyna",,,"H. T. Chang"
208,"Camellia irrawadiensis (Hu) P. K. Barua","Camellia irrawadiensis",,,"(Hu) P. K. Barua"
209,"Camellia japonica L.","Camellia japonica",,,"L."
210,"Camellia jingyunshanica Hung T. Chang & J. H. Xiong","Camellia jingyunshanica",,,"Hung T. Chang & J. H. Xiong"
211,"Camellia kwangsiensis H. T. Chang","Camellia kwangsiensis",,,"H. T. Chang"
212,"Camellia leptophylla S. Yun Liang ex H. T. Chang","Camellia leptophylla",,,"S. Yun Liang ex H. T. Chang"
213,"Camellia makuanica H. T. Chang, Y. J. Tan & P. S. Wang","Camellia makuanica",,,"H. T. Chang, Y. J. Tan & P. S. Wang"
214,"Camellia multisepala H. T. Chang, Y. J. Tan & P. S. Wang","Camellia multisepala",,,"H. T. Chang, Y. J. Tan & P. S. Wang"
215,"Camellia nanchuanica H. T. Chang & J. H. Xiong","Camellia nanchuanica",,,"H. T. Chang & J. H. Xiong"
216,"Camellia parvisepala H. T. Chang","Camellia parvisepala",,,"H. T. Chang"
217,"Camellia parvisepaloides H. T. Chang, H. S. Wang & B. H. Chen","Camellia parvisepaloides",,,"H. T. Chang, H. S. Wang & B. H. Chen"
218,"Camellia pentastyla H. T. Chang","Camellia pentastyla",,,"H. T. Chang"
219,"Camellia ptilophylla H. T. Chang","Camellia ptilophylla",,,"H. T. Chang"
220,"Camellia pubescens C. C. Chang & C. X. Ye","Camellia pubescens",,,"C. C. Chang & C. X. Ye"
221,"Camellia pubicosta Merr.","Camellia pubicosta",,,"Merr."
222,"Camellia purpurea H. T. Chang, H. S. Wang & B. H. Chen","Camellia purpurea",,,"H. T. Chang, H. S. Wang & B. H. Chen"
223,"Camellia quinquelocularis H. T. Chang & S. Y Liang","Camellia quinquelocularis",,,"H. T. Chang & S. Y Liang"
224,"Camellia rotundata H. T. Chang, Y. J. Tan & P. S. Wang","Camellia rotundata",,,"H. T. Chang, Y. J. Tan & P. S. Wang"
225,"Camellia sinensis (L.) Kuntze","Camellia sinensis",,,"(L.) Kuntze"
226,"Camellia sinensis (L.) Kuntze var. sinensis ","Camellia sinensis",,"sinensis ","(L.) Kuntze "
227,"Camellia sinensis f. parvifolia (Miq.) Sealy","Camellia sinensis",,,"f. parvifolia (Miq.) Sealy"
228,"Camellia sinensis var. assamica (J. W. Mast.) Kitam.","Camellia sinensis",,"assamica ","(J. W. Mast.) Kitam."
229,"Camellia sinensis var. pubilimba Chang","Camellia sinensis",,"pubilimba ","Chang"
230,"Camellia tachangensis F. S. Zhang","Camellia tachangensis",,,"F. S. Zhang"
231,"Camellia taliensis (W. W. Sm.) Melch.","Camellia taliensis",,,"(W. W. Sm.) Melch."
232,"Camellia yungkiangensis H. T. Chang","Camellia yungkiangensis",,,"H. T. Chang"
233,"Capsella bursa-pastoris (L.) Medik.","Capsella bursa-pastoris",,,"(L.) Medik."
234,"Capsicum annuum L.","Capsicum annuum",,,"L."
235,"Capsicum baccatum L.","Capsicum baccatum",,,"L."
236,"Capsicum chacoense A.T. Hunz","Capsicum chacoense",,,"A.T. Hunz"
237,"Capsicum chinense Jacq.","Capsicum chinense",,,"Jacq."
238,"Capsicum galapagoense A.T. Hunz","Capsicum galapagoense",,,"A.T. Hunz"
239,"Capsicum praetermissum Heiser & Smith","Capsicum praetermissum",,,"Heiser & Smith"
240,"Capsicum tovarii Eshbaugh, Smith & Nickrent","Capsicum tovarii",,,"Eshbaugh, Smith & Nickrent"
241,"Carica papaya L.","Carica papaya",,,"L."
242,"Carthamus creticus L.","Carthamus creticus",,,"L."
243,"Carthamus curdicus Hanelt","Carthamus curdicus",,,"Hanelt"
244,"Carthamus glaucus M. Bieb.","Carthamus glaucus",,,"M. Bieb."
245,"Carthamus gypsicola Iljin","Carthamus gypsicola",,,"Iljin"
246,"Carthamus lanatus L.","Carthamus lanatus",,,"L."
247,"Carthamus leucocaulos Sm.","Carthamus leucocaulos",,,"Sm."
248,"Carthamus oxyacantha M. Bieb.","Carthamus oxyacantha",,,"M. Bieb."
249,"Carthamus palaestinus Eig","Carthamus palaestinus",,,"Eig"
250,"Carthamus persicus Desf. ex Willd.","Carthamus persicus",,,"Desf. ex Willd."
251,"Carthamus turkestanicus Popov","Carthamus turkestanicus",,,"Popov"
252,"Chenopodium albescens Small","Chenopodium albescens",,,"Small"
253,"Chenopodium album L.","Chenopodium album",,,"L."
254,"Chenopodium atrovirens Rydb.","Chenopodium atrovirens",,,"Rydb."
255,"Chenopodium berlandieri Moq.","Chenopodium berlandieri",,,"Moq."
256,"Chenopodium cycloides A. Nelson","Chenopodium cycloides",,,"A. Nelson"
257,"Chenopodium desiccatum A. Nelson","Chenopodium desiccatum",,,"A. Nelson"
258,"Chenopodium ficifolium Sm.","Chenopodium ficifolium",,,"Sm."
259,"Chenopodium foggii Wahl","Chenopodium foggii",,,"Wahl"
260,"Chenopodium fremontii S. Watson","Chenopodium fremontii",,,"S. Watson"
261,"Chenopodium hians Standl.","Chenopodium hians",,,"Standl."
262,"Chenopodium incanum (S.Watson) A.Heller","Chenopodium incanum",,,"(S.Watson) A.Heller"
263,"Chenopodium leptophyllum (Nutt. ex Moq.) B.D.Jacks.","Chenopodium leptophyllum",,,"(Nutt. ex Moq.) B.D.Jacks."
264,"Chenopodium murale L.","Chenopodium murale",,,"L."
265,"Chenopodium neomexicanum Standl.","Chenopodium neomexicanum",,,"Standl."
266,"Chenopodium nevadense Standl.","Chenopodium nevadense",,,"Standl."
267,"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz","Chenopodium opulifolium",,,"Schrad. ex W.D.J.Koch & Ziz"
268,"Chenopodium pallescens Standl.","Chenopodium pallescens",,,"Standl."
269,"Chenopodium polyspermum L.","Chenopodium polyspermum",,,"L."
270,"Chenopodium pratericola Rydb.","Chenopodium pratericola",,,"Rydb."
271,"Chenopodium quinoa Willd.","Chenopodium quinoa",,,"Willd."
272,"Chenopodium simplex (Torr.) Raf.","Chenopodium simplex",,,"(Torr.) Raf."
273,"Chenopodium standleyanum Aellen","Chenopodium standleyanum",,,"Aellen"
274,"Chenopodium strictum Roth","Chenopodium strictum",,,"Roth"
275,"Chenopodium subglabrum (S.Watson) A.Nelson","Chenopodium subglabrum",,,"(S.Watson) A.Nelson"
276,"Chenopodium urbicum L.","Chenopodium urbicum",,,"L."
277,"Chenopodium vulvaria L.","Chenopodium vulvaria",,,"L."
278,"Chenopodium watsonii A. Nelson","Chenopodium watsonii",,,"A. Nelson"
279,"Cicer bijugum Rech. f.","Cicer bijugum",,,"Rech. f."
280,"Cicer echinospermum P. H. Davis","Cicer echinospermum",,,"P. H. Davis"
281,"Cicer judaicum Boiss.","Cicer judaicum",,,"Boiss."
282,"Cicer pinnatifidum Jaub. & Spach","Cicer pinnatifidum",,,"Jaub. & Spach"
283,"Cicer reticulatum Ladiz.","Cicer reticulatum",,,"Ladiz."
284,"Citrullus lanatus (Thunb.) Matsum. & Nakai.","Citrullus lanatus",,,"(Thunb.) Matsum. & Nakai."
285,"Citrullus lanatus (Thunb.) Matsum. & Nakai. var. lanatus ","Citrullus lanatus",,"lanatus ","(Thunb.) Matsum. & Nakai. "
286,"Citrullus lanatus var. citroides (Bailey) Mansf.","Citrullus lanatus",,"citroides ","(Bailey) Mansf."
287,"Citrus _ limon (L.) Osbeck.","Citrus _",,,"limon (L.) Osbeck."
288,"Citrus aurantiifolia (Christm.) Swingle","Citrus aurantiifolia",,,"(Christm.) Swingle"
289,"Citrus aurantium L.","Citrus aurantium",,,"L."
290,"Citrus grandis (L.) Osbeck","Citrus grandis",,,"(L.) Osbeck"
291,"Citrus indica  Yu.Tanaka","Citrus indica",,," Yu.Tanaka"
292,"Citrus japonica Thunb.","Citrus japonica",,,"Thunb."
293,"Citrus limetta Risso","Citrus limetta",,,"Risso"
294,"Citrus limon (L.) Burm. f.","Citrus limon",,,"(L.) Burm. f."
295,"Citrus maxima (Burm.) Osbeck","Citrus maxima",,,"(Burm.) Osbeck"
296,"Citrus medica L.","Citrus medica",,,"L."
297,"Citrus micrantha  Wester","Citrus micrantha",,," Wester"
298,"Citrus paradisi Macfad.","Citrus paradisi",,,"Macfad."
299,"Citrus reticulata Blanco","Citrus reticulata",,,"Blanco"
300,"Citrus sinensis (L.) Osbeck","Citrus sinensis",,,"(L.) Osbeck"
301,"Citrus tachibana (Makino) Yu.Tanaka","Citrus tachibana",,,"(Makino) Yu.Tanaka"
302,"Citrus trifoliata L.","Citrus trifoliata",,,"L."
303,"Clausena lansium (Lour.) Skeels","Clausena lansium",,,"(Lour.) Skeels"
304,"Cocos nucifera L.","Cocos nucifera",,,"L."
305,"Coffea abbayesii J.-F.Leroy","Coffea abbayesii",,,"J.-F.Leroy"
306,"Coffea affinis De Wild.","Coffea affinis",,,"De Wild."
307,"Coffea alleizettii Dubard","Coffea alleizettii",,,"Dubard"
308,"Coffea ambanjensis J.-F.Leroy","Coffea ambanjensis",,,"J.-F.Leroy"
309,"Coffea andrambovatensis J.-F.Leroy","Coffea andrambovatensis",,,"J.-F.Leroy"
